Product Name,brand,Discount price,discount_pct(%),Stars,Rating,Reviews,ram_gb,storage_gb,storage_type,processor_brand,processor_tier,processor_generation,is_gaming,premium_brand
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,Thomson,43770.0,37.46,4.7,3.0,1.0,16.0,512.0,SSD,Intel,High,12,0,0
Lenovo V SERIES Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) V15 Thin and Light La...,Lenovo,43990.0,56.01,4.3,33.0,2.0,8.0,512.0,SSD,Intel,Mid,12,0,0
Lenovo LOQ (2024) AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDI...,Lenovo,86990.0,30.29,4.6,24.0,6.0,24.0,512.0,SSD,AMD,High,0,0,0
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,HP,42990.0,18.46,4.2,5540.0,485.0,16.0,512.0,SSD,Intel,Entry,12,0,0
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,MSI,67990.0,19.05,0.0,0.0,0.0,8.0,1024.0,SSD,Intel,High,12,0,1
realme Book Prime Intel Core i5 11th Gen 11320H - (16 GB/512 GB SSD/Windows 11 Home) CloudPro002 Thin ...,realme,51990.0,30.68,4.4,659.0,99.0,16.0,512.0,SSD,Intel,Mid,11,0,0
Lenovo Yoga 6 AMD Ryzen 7 Octa Core 7730U - (16 GB/1 TB SSD/Windows 11 Home) 13ABR8 2 in 1 Laptop,Lenovo,86690.0,28.76,4.5,21.0,2.0,16.0,1024.0,SSD,AMD,High,0,0,0
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,ZEBRONICS,33990.0,44.28,3.8,440.0,68.0,8.0,512.0,SSD,Intel,Mid,12,0,0
DELL Inspiron Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3520 Thin and ...,DELL,35990.0,28.76,4.1,102.0,10.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Lenovo,53390.0,23.61,3.8,53.0,5.0,16.0,512.0,SSD,Intel,Mid,12,0,0
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...,HP,38990.0,23.75,4.2,5540.0,485.0,8.0,512.0,SSD,Intel,Entry,12,0,0
HP Chromebook Intel Celeron Dual Core N4020 - (4 GB/64 GB EMMC Storage/Chrome OS) 14a-ca0505TU Thin an...,HP,17990.0,44.47,3.8,133.0,16.0,4.0,64.0,EMMC,Intel,Entry,0,0,0
Acer Aspire Lite (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin ...,Acer,30990.0,41.52,4.1,203.0,12.0,8.0,512.0,SSD,Intel,Entry,12,0,0
HP Laptop Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5329TU Thin and Light...,HP,49990.0,20.6,4.2,73.0,2.0,8.0,512.0,SSD,Intel,Mid,12,0,0
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,Infinix,29990.0,45.46,4.2,127.0,24.0,8.0,512.0,SSD,Intel,Entry,13,0,0
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,HP,36990.0,27.85,4.2,3102.0,221.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 1 (2024) AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | ...,Lenovo,35990.0,34.67,4.2,4232.0,410.0,8.0,512.0,SSD,AMD,Mid,0,0,0
DELL Inspiron Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 Laptop ...,DELL,48490.0,26.5,3.9,145.0,7.0,8.0,512.0,SSD,Intel,Mid,12,0,0
Infinix Y1 Plus Neo Intel Intel Celeron Quad Core 11th Gen JSL N5100 - (8 GB/512 GB SSD/Windows 11 Hom...,Infinix,22990.0,42.51,4.0,4273.0,587.0,8.0,512.0,SSD,Intel,Entry,11,0,0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,27490.0,31.26,5.0,3.0,0.0,8.0,256.0,SSD,Intel,Entry,12,0,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,MSI,54990.0,38.89,3.9,7.0,1.0,16.0,512.0,SSD,Intel,Mid,12,0,1
ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...,ASUS,36990.0,32.73,4.3,399.0,54.0,8.0,512.0,SSD,Intel,Entry,12,0,0
HP 255 G9 AMD Ryzen 3 Dual Core 3250 - (8 GB/512 GB SSD/Windows 11 Home) 255 G8 Notebook,HP,26490.0,41.02,4.1,414.0,29.0,8.0,512.0,SSD,AMD,Entry,0,0,0
MSI Modern 15 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO-612IN ...,MSI,42990.0,12.25,4.3,553.0,65.0,16.0,512.0,SSD,Intel,Entry,12,0,1
Lenovo Intel Core i5 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) THINKBOOK 16 G6 IRL 5 Thin an...,Lenovo,57490.0,40.85,4.1,21.0,3.0,16.0,512.0,SSD,Intel,Mid,13,0,0
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,MSI,51990.0,23.53,4.2,112.0,15.0,8.0,512.0,SSD,Intel,Mid,12,0,1
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,Thomson,43770.0,37.46,4.7,3.0,1.0,16.0,512.0,SSD,Intel,High,12,0,0
HP 245G9 AMD Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/512 GB SSD/Windows 11 Home) 245 G8 Business L...,HP,26990.0,33.41,4.1,524.0,25.0,8.0,512.0,SSD,AMD,Entry,0,0,0
HP 15s (2024) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5007TU Thin and L...,HP,38990.0,30.7,4.2,5540.0,485.0,8.0,512.0,SSD,Intel,Entry,12,0,0
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,HP,42990.0,18.46,4.2,5540.0,485.0,16.0,512.0,SSD,Intel,Entry,12,0,0
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,MSI,67990.0,19.05,0.0,0.0,0.0,8.0,1024.0,SSD,Intel,High,12,0,1
ASUS Vivobook S 14 Intel EVO H-Series Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Hom...,ASUS,65990.0,24.14,4.3,1913.0,192.0,16.0,512.0,SSD,Intel,Other,0,0,0
MSI Thin 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeF...,MSI,62990.0,17.11,4.3,249.0,33.0,16.0,512.0,SSD,Intel,Mid,12,0,1
Acer Chromebook (2024) Intel Celeron Dual Core N4500 - (8 GB/64 GB EMMC Storage/Chrome OS) CB314-3H-CO...,Acer,15990.0,60.02,3.6,119.0,11.0,8.0,64.0,EMMC,Intel,Entry,0,0,0
ASUS Vivobook S15 OLED Intel EVO H-Series Intel Core i7 12th Gen 12700H - (16 GB/512 GB SSD/Windows 11...,ASUS,78990.0,32.48,4.3,50.0,3.0,16.0,512.0,SSD,Intel,Other,0,0,0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Lenovo,53390.0,23.61,3.8,53.0,5.0,16.0,512.0,SSD,Intel,Mid,12,0,0
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...,HP,38990.0,23.75,4.2,5540.0,485.0,8.0,512.0,SSD,Intel,Entry,12,0,0
ASUS Zenbook 14X OLED AMD Ryzen 7 Octa Core 5800HS - (16 GB/1 TB SSD/Windows 11 Home) UM5401QA-KM751WS...,ASUS,69990.0,29.3,4.4,267.0,26.0,16.0,1024.0,SSD,AMD,High,0,0,0
ASUS Vivobook 16 (2023) AMD Ryzen 5 Hexa Core 7530U - (8 GB/1 TB SSD/Windows 11 Home) M1605YA-MB531WS ...,ASUS,47990.0,36.0,4.3,133.0,13.0,8.0,1024.0,SSD,AMD,Mid,0,0,0
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,HP,36990.0,27.85,4.2,3102.0,221.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 1 (2024) AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | ...,Lenovo,35990.0,34.67,4.2,4232.0,410.0,8.0,512.0,SSD,AMD,Mid,0,0,0
Acer Predator Neo (2023) Intel Core i7 13th Gen 13700HX - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphic...,Acer,119990.0,25.01,4.5,87.0,6.0,16.0,1024.0,SSD,Intel,High,13,1,0
ASUS Vivobook 16X Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) K36...,ASUS,69990.0,13.58,0.0,0.0,0.0,16.0,512.0,SSD,Intel,Mid,12,0,0
ASUS TUF Gaming F17 - AI Powered Gaming Intel Core i5 11th Gen 11400H - (16 GB/512 GB SSD/Windows 11 H...,ASUS,57990.0,32.56,4.3,5330.0,492.0,16.0,512.0,SSD,Intel,Mid,11,1,0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,27490.0,31.26,5.0,3.0,0.0,8.0,256.0,SSD,Intel,Entry,12,0,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,MSI,54990.0,38.89,3.9,7.0,1.0,16.0,512.0,SSD,Intel,Mid,12,0,1
Acer Aspire Lite Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) AL15-52 Thin and Li...,Acer,43990.0,32.31,3.4,56.0,3.0,16.0,512.0,SSD,Intel,Mid,12,0,0
SAMSUNG Galaxy Book4 Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG1IN /...,SAMSUNG,63990.0,18.16,4.5,293.0,32.0,8.0,512.0,SSD,Intel,Mid,13,0,0
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,Thomson,43770.0,37.46,4.7,3.0,1.0,16.0,512.0,SSD,Intel,High,12,0,0
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,MSI,51990.0,23.53,4.2,112.0,15.0,8.0,512.0,SSD,Intel,Mid,12,0,1
Lenovo IdeaPad Slim 5 AI PC WUXGA OLED Intel Core Ultra 5 125H - (16 GB/1 TB SSD/Windows 11 Home) 14IM...,Lenovo,80990.0,19.88,4.1,81.0,17.0,16.0,1024.0,SSD,Intel,Ultra,0,0,0
ZEBRONICS Pro Series Z Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 5S Th...,ZEBRONICS,40990.0,48.11,3.9,218.0,17.0,16.0,512.0,SSD,Intel,High,12,0,0
ASUS Vivobook 14 (2023) Intel Core i5 13th Gen 1335U - (8 GB/512 GB SSD/Windows 11 Home) X1404VA-NK522...,ASUS,47990.0,36.0,3.9,174.0,19.0,8.0,512.0,SSD,Intel,Mid,13,0,0
Infinix Y1 Plus Neo (2023) Intel Celeron Quad Core 11th Gen N5100 - (4 GB/128 GB SSD/Windows 11 Home) ...,Infinix,19990.0,33.34,4.0,1566.0,210.0,4.0,128.0,SSD,Intel,Entry,11,0,0
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,HP,42990.0,18.46,4.2,5540.0,485.0,16.0,512.0,SSD,Intel,Entry,12,0,0
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,MSI,67990.0,19.05,0.0,0.0,0.0,8.0,1024.0,SSD,Intel,High,12,0,1
Acer Aspire 3 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) A324-51 Thin and Light L...,Acer,54990.0,19.13,4.8,17.0,1.0,16.0,1024.0,SSD,Intel,High,12,0,0
"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 H...",ASUS,52990.0,20.9,4.2,1915.0,105.0,16.0,512.0,SSD,Intel,Mid,12,0,0
HP (15s-fq5007TU) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fq5327TU Thin a...,HP,38990.0,23.75,4.2,5540.0,485.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 3 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Lenovo,53390.0,23.61,3.8,53.0,5.0,16.0,512.0,SSD,Intel,Mid,12,0,0
ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,ZEBRONICS,33990.0,44.28,3.8,440.0,68.0,8.0,512.0,SSD,Intel,Mid,12,0,0
HP OMEN Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce...,HP,89990.0,23.85,4.3,141.0,17.0,16.0,512.0,SSD,Intel,Mid,13,0,0
Acer Swift Go 14 TouchScreen Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-73T Th...,Acer,74990.0,19.36,4.5,79.0,20.0,16.0,512.0,SSD,Intel,Ultra,0,0,0
ASUS Vivobook GO14 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1404FA-NK547WS Th...,ASUS,42990.0,39.44,4.1,9.0,0.0,16.0,512.0,SSD,AMD,Mid,0,0,0
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,HP,36990.0,27.85,4.2,3102.0,221.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 1 (2024) AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | ...,Lenovo,35990.0,34.67,4.2,4232.0,410.0,8.0,512.0,SSD,AMD,Mid,0,0,0
HP Omen Intel Core i7 13th Gen 13700HX - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForc...,HP,97990.0,23.33,4.1,76.0,10.0,16.0,512.0,SSD,Intel,High,13,0,0
ASUS Vivobook Go 14 2023 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK521...,ASUS,37990.0,39.69,4.4,13.0,1.0,8.0,512.0,SSD,AMD,Mid,0,0,0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,27490.0,31.26,5.0,3.0,0.0,8.0,256.0,SSD,Intel,Entry,12,0,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,MSI,54990.0,38.89,3.9,7.0,1.0,16.0,512.0,SSD,Intel,Mid,12,0,1
Lenovo IdeaPad Pro 5 AI PC 2.8K OLED Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,Lenovo,108990.0,25.8,4.5,24.0,5.0,32.0,1024.0,SSD,Intel,Ultra,0,0,0
CHUWI Intel Celeron Dual Core 10th Gen N4020 - (4 GB/128 GB SSD/Windows 11 Home) HeroBook Air Laptop,CHUWI,13990.0,60.02,3.5,168.0,14.0,4.0,128.0,SSD,Intel,Entry,10,0,0
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD...",ASUS,79990.0,31.63,5.0,4.0,1.0,16.0,512.0,SSD,Intel,Other,0,0,0
ASUS Vivobook Go 15 (2023) AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ3...,ASUS,34990.0,31.38,4.2,4047.0,418.0,8.0,512.0,SSD,AMD,Entry,0,0,0
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,MSI,51990.0,23.53,4.2,112.0,15.0,8.0,512.0,SSD,Intel,Mid,12,0,1
Thomson NEO Core Series Intel Core i7 12th Gen 1255U - (16 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin...,Thomson,43770.0,37.46,4.7,3.0,1.0,16.0,512.0,SSD,Intel,High,12,0,0
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,Acer,25990.0,35.02,4.0,513.0,56.0,8.0,512.0,SSD,AMD,Entry,0,0,0
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Infinix,41990.0,35.39,4.2,187.0,38.0,16.0,512.0,SSD,Intel,Mid,13,0,0
HP Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fy5004TU Thin and Light Lapto...,HP,42990.0,18.46,4.2,5540.0,485.0,16.0,512.0,SSD,Intel,Entry,12,0,0
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,MSI,67990.0,19.05,0.0,0.0,0.0,8.0,1024.0,SSD,Intel,High,12,0,1
DELL Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Vostro 3530 Thin and Light Lapt...,DELL,54990.0,20.34,0.0,0.0,0.0,16.0,512.0,SSD,Intel,Mid,13,0,0
HP 15s Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) 15s-fq5112TU Thin and Light L...,HP,50690.0,30.94,4.1,392.0,35.0,16.0,512.0,SSD,Intel,Mid,12,0,0
Lenovo IdeaPad Slim 1 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) 15AMN7 Thin and ...,Lenovo,32990.0,37.63,4.0,268.0,13.0,8.0,512.0,SSD,AMD,Entry,0,0,0
Lenovo AMD Ryzen 3 Octa Core - (8 GB/512 GB SSD/Windows 11 Home) G4 82YTA00XIN Laptop,Lenovo,27990.0,57.38,4.2,36.0,6.0,8.0,512.0,SSD,AMD,Entry,0,0,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,MSI,54990.0,38.89,3.9,7.0,1.0,16.0,512.0,SSD,Intel,Mid,12,0,1
MSI Thin 15 Intel Core i7 12th Gen 12650H - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,MSI,67990.0,19.05,0.0,0.0,0.0,8.0,1024.0,SSD,Intel,High,12,0,1
HP Pavilion (2024) AMD Ryzen 7 Octa Core 5700U - (16 GB/1 TB SSD/Windows 11 Home) 15-eh1147AU Thin and...,HP,58990.0,17.23,4.5,24.0,2.0,16.0,1024.0,SSD,AMD,High,0,0,0
"ASUS Vivobook Pro 15 For Creator, AMD Ryzen 5 Hexa Core 5600HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB ...",ASUS,65990.0,23.26,4.5,386.0,28.0,16.0,1024.0,SSD,AMD,Mid,0,0,0
ASUS TUF Gaming A15 (2024) AMD Ryzen 9 Octa Core 8945H - (16 GB/1 TB SSD/Windows 11 Home/8 GB Graphics...,ASUS,142990.0,16.86,0.0,0.0,0.0,16.0,1024.0,SSD,AMD,Ultra,0,1,0
HP ENVY AMD Ryzen 5 Hexa Core 8640HS - (16 GB/512 GB SSD/Windows 11 Home) 14-fa0038AU Thin and Light L...,HP,84490.0,14.78,2.3,3.0,0.0,16.0,512.0,SSD,AMD,Mid,0,0,0
ZEBRONICS Pro Series Y Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 2S Th...,ZEBRONICS,28990.0,40.84,3.8,858.0,91.0,8.0,512.0,SSD,Intel,Mid,11,0,0
CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook Plus Laptop,CHUWI,21990.0,51.12,4.1,197.0,31.0,8.0,256.0,SSD,Intel,Entry,12,0,0
ASUS Vivobook Go 15 Intel Celeron Dual Core N4020 - (8 GB/512 GB SSD/Windows 11 Home) E510MA-EJ021WS T...,ASUS,26990.0,30.78,4.0,589.0,42.0,8.0,512.0,SSD,Intel,Entry,0,0,0
MSI Prestige 16 AI Studio Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics) Pre...,MSI,189990.0,10.8,0.0,0.0,0.0,32.0,1024.0,SSD,Intel,Ultra,0,0,1
MSI Sword 16 HX Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA ...,MSI,124990.0,10.72,0.0,0.0,0.0,16.0,1024.0,SSD,Intel,High,14,0,1
ASUS Vivobook Go 14 Intel Celeron Dual Core N4500 - (8 GB/256 GB SSD/Windows 11 Home) E410KA-EK013W Th...,ASUS,23480.0,36.52,3.9,242.0,11.0,8.0,256.0,SSD,Intel,Entry,0,0,0
Lenovo ThinkPad E14 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) TP E14 Gen 5 Thin...,Lenovo,48500.0,46.7,4.2,47.0,5.0,16.0,512.0,SSD,AMD,Mid,0,0,0
MSI Claw Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) Claw A1M-218IN Handheld Gaming P...,MSI,71990.0,25.78,0.0,0.0,0.0,16.0,512.0,SSD,Intel,Ultra,0,1,1
MSI Prestige 14 AI Evo Intel Core Ultra 5 1st Gen 125H - (16 GB/1 TB SSD/Windows 11 Home) Prestige 14 ...,MSI,89990.0,40.0,0.0,0.0,0.0,16.0,1024.0,SSD,Intel,Ultra,0,0,1
Lenovo IdeaPad Slim 3 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) 15IRH8 Thin a...,Lenovo,57350.0,29.97,4.4,131.0,11.0,16.0,512.0,SSD,Intel,Mid,13,0,0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,28129.0,37.48,5.0,3.0,0.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo LOQ AMD Ryzen 7 Octa Core 8845HS - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeFor...,Lenovo,99990.0,29.13,0.0,0.0,0.0,16.0,512.0,SSD,AMD,High,0,0,0
DELL Inspiron 3520 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) New Inspiron 15 La...,DELL,36470.0,40.39,4.2,1805.0,143.0,8.0,512.0,SSD,Intel,Entry,12,0,0
ASUS Vivobook Go 15 OLED (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504F...,ASUS,46990.0,37.34,4.4,1544.0,144.0,8.0,512.0,SSD,AMD,Mid,0,0,0
HP 2023 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) 15s-fy5003TU Thin and Light L...,HP,36990.0,27.85,4.2,3102.0,221.0,8.0,512.0,SSD,Intel,Entry,12,0,0
Lenovo IdeaPad Slim 1 (2024) AMD Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 11 Home) 15ACL6 | ...,Lenovo,35990.0,34.67,4.2,4232.0,410.0,8.0,512.0,SSD,AMD,Mid,0,0,0
ASUS Vivobook Go 15 (2023) AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5...,ASUS,39990.0,36.51,4.2,1315.0,89.0,8.0,512.0,SSD,AMD,Mid,0,0,0
Infinix Y4 Max Series Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) YL613 Thin and ...,Infinix,29990.0,45.46,4.5,59.0,17.0,8.0,512.0,SSD,Intel,Entry,13,0,0
"ASUS Vivobook 16X (2023) For Creator, Intel H-Series Intel Core i7 12th Gen 12650H - (16 GB/1 TB SSD/W...",ASUS,82990.0,30.25,4.2,105.0,12.0,16.0,1024.0,SSD,Intel,Other,0,0,0
Acer One 14 AMD Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) Z2-493 Thin and Light Lapt...,Acer,24990.0,35.92,4.0,513.0,56.0,8.0,256.0,SSD,AMD,Entry,0,0,0
Thomson NEO Core Series Intel Core i3 12th Gen 1215U - (8 GB/256 GB SSD/Windows 11 Home) IN-N15I Thin ...,Thomson,27490.0,31.26,5.0,3.0,0.0,8.0,256.0,SSD,Intel,Entry,12,0,0
MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,MSI,54990.0,38.89,3.9,7.0,1.0,16.0,512.0,SSD,Intel,Mid,12,0,1
Lenovo IdeaPad Slim 5 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home) 14IAH8 Thin a...,Lenovo,59841.0,18.01,4.2,150.0,13.0,16.0,512.0,SSD,Intel,Mid,12,0,0
Infinix Y4 Max Series Intel Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) YL613 Thin and...,Infinix,41990.0,35.39,4.2,187.0,38.0,16.0,512.0,SSD,Intel,Mid,13,0,0
MSI Thin 15 Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,MSI,51990.0,23.53,4.2,112.0,15.0,8.0,512.0,SSD,Intel,Mid,12,0,1
